,,,,,,,,,,,
Time stamp,Inside_humidity (in %rH),Inside_temperature (in �C),Inside_pressure (in mbar),Soil_moisture (in %VWC),Soil_temperature (in �C),Inside_CO2_ratio (in ppm),Outside_humidity (in %rH),Outside_temperature (in �C),Outside_pressure (in mbar),Outside_PAR (in �mol m^-2 s^-1),Power_box_charge (in V)
6/15/2019 15:34:40.683364349,84.596137,25.64978,1003.99119,43.502245,25.413451,488.903321,83.670239,25.841164,1001.860233,6.65968,12.156488
6/15/2019 15:34:41.683364349,84.878688,25.654004,1005.725448,43.282852,25.416267,488.260024,83.781236,25.832761,1001.897451,8.059286,12.161574
6/15/2019 15:34:42.683364349,84.661847,25.613101,1004.183745,42.973362,25.364999,487.874966,83.604582,25.779527,1002.12423,14.552428,12.159156
6/15/2019 15:34:43.683364349,84.786695,25.59706,1003.55727,42.958596,25.366713,485.805111,83.487409,25.801318,1001.688019,14.65985,12.144266
6/15/2019 15:34:44.683364349,84.648705,25.580796,1004.397432,42.691476,25.346304,486.373499,83.555878,25.760023,1001.799672,14.803426,12.166016
6/15/2019 15:34:45.683364349,84.799836,25.570027,1004.654803,42.679856,25.316833,486.003555,83.666375,25.777453,1001.93309,15.049182,12.159577
6/15/2019 15:34:46.683364349,84.878688,25.596013,1005.968625,42.663279,25.316547,487.997186,83.940884,25.896366,1001.258752,1.99032,12.130743
6/15/2019 15:34:47.683364349,84.839262,25.55496,1003.0486,42.857874,25.329323,486.801269,83.461729,25.760954,1001.935297,15.845922,12.159708
6/15/2019 15:34:48.683364349,84.668418,25.607005,1004.928418,42.791828,25.33467,486.092263,83.675206,25.763759,1001.722714,13.781628,12.160497
6/15/2019 15:34:49.683364349,84.931255,25.638188,1006.047319,42.811308,25.453943,487.079221,83.841768,26.0104,1002.125173,1.496187,12.089057
6/15/2019 15:34:50.683364349,85.042961,25.592312,1006.586899,42.929785,25.451698,488.597771,83.487356,25.83909,1001.949808,7.484982,12.139036
6/15/2019 15:34:51.683364349,84.82612,25.640059,1005.967916,43.34807,25.416879,489.357372,83.62871,25.826633,1002.114449,8.294558,12.143241
6/15/2019 15:34:52.683364349,85.023248,25.587714,1006.087612,43.186951,25.374387,488.920403,83.820057,25.790629,1002.208283,10.900934,12.15499
6/15/2019 15:34:53.683364349,84.780124,25.635012,1005.233494,43.456155,25.406675,488.940117,83.5164,25.817711,1002.094422,8.561011,12.158473
6/15/2019 15:34:54.683364349,85.003536,25.634039,1005.117267,43.113579,25.410348,488.992028,83.618223,25.811901,1002.282562,10.082185,12.163848
6/15/2019 15:34:55.683364349,84.609279,25.591789,1004.259994,42.65837,25.341201,487.449165,83.68664,25.765314,1001.819228,15.278171,12.166765
6/15/2019 15:34:56.683364349,84.885259,25.617624,1004.925973,42.999281,25.415981,487.717918,83.670029,25.810452,1001.770814,9.394177,12.156344
6/15/2019 15:34:57.683364349,84.61585,25.548865,1004.287672,42.870732,25.344304,486.90969,83.436996,25.7235,1002.086219,17.489974,12.16595
6/15/2019 15:34:58.683364349,84.950968,25.613625,1004.64337,43.078047,25.387694,487.815824,83.671395,25.780564,1002.166807,14.367456,12.168001
6/15/2019 15:34:59.683364349,84.747269,25.624618,1005.022172,43.060126,25.382591,487.329576,83.777319,25.810758,1002.400996,11.781777,12.164781
6/15/2019 15:35:00.683364349,84.931255,25.571225,1004.563966,42.668353,25.346018,485.918132,83.432081,25.766351,1001.957218,15.459212,12.166949
6/15/2019 15:35:01.683364349,84.766982,25.565204,1004.215049,42.688944,25.330997,485.881335,83.579954,25.755874,1001.790841,16.118929,12.167593
6/15/2019 15:35:02.683364349,85.128384,25.61355,1004.824649,42.863076,25.36757,486.935319,83.73148,25.786269,1002.210176,14.821503,12.155069
